lemma	PoS	sentiment	weight
abgott	N	0.7773991727760695	7.9662329971190555
abgrabung	N	-0.7773991727760695	7.9662329971190555
abgrenzen	V	-1.2780002359513063	7.9662329971190555
abgrenzung	N	-0.7773991727760695	7.9662329971190555
abgrund	N	-0.7773991727760695	7.9662329971190555
abgrundtief	AJ	-1.2434446492886928	12.389833437207507
abgründig	AJ	-0.7694719138502779	14.527082830225968
abgründigkeit	N	-0.8973370174923474	5.823034535803194
abgunst	N	-0.7773991727760695	7.9662329971190555
abgünstig	V	-0.7773991727760695	7.9662329971190555
abhacken	V	-1.2780002359513063	7.9662329971190555
abhalftern	V	-0.8973370174923474	5.823034535803194
abhaltung	N	-0.7773991727760695	7.9662329971190555
abheben	V	-0.6390001179756531	7.9662329971190555
abheilen	V	0.7773991727760695	7.9662329971190555
abhelfen	V	0.628135912244643	5.823034535803194
abhilfe	N	0.25560004719026125	7.9662329971190555
abhilfemaßnahme	N	0.7773991727760695	7.9662329971190555
abhold	AJ	-0.7773991727760695	7.9662329971190555
abholzung	N	-0.8973370174923474	5.823034535803194
abhorreszieren	V	-0.7773991727760695	7.9662329971190555
abhorreszierte	V	-0.7773991727760695	7.9662329971190555
abhängig	AJ	-0.5346611304122826	14.527082830225968
abhängigkeit	N	-0.8534138990729779	14.527082830225968
abhängigkeitssyndrom	N	-0.7773991727760695	7.9662329971190555
abhärmen	V	-0.7773991727760695	7.9662329971190555
abhärten	V	0.7773991727760695	7.9662329971190555
abhärtung	N	0.628135912244643	5.823034535803194
abhörgerät	N	-0.7773991727760695	7.9662329971190555
abhörsender	N	-0.7773991727760695	7.9662329971190555
abhörwanze	N	-0.7773991727760695	7.9662329971190555
abkanzeln	V	-0.8973370174923474	5.823034535803194
abkanzelung	N	-0.8973370174923474	5.823034535803194
abkapiteln	V	-0.8973370174923474	5.823034535803194
abkapselung	N	-0.628135912244643	5.823034535803194
abkehr	N	-0.7773991727760695	7.9662329971190555
abklatschen	N	-0.9585001769634798	7.9662329971190555
abklingen	V	-1.2780002359513063	7.9662329971190555
abklären	V	0.21086742084122256	12.389833437207507
abknallen	N	-0.8973370174923474	5.823034535803194
abknöpfen	V	-0.628135912244643	5.823034535803194
abkomme	N	0.7773991727760695	7.9662329971190555
abkämpfen	V	-0.7773991727760695	7.9662329971190555
abkömmlich	AJ	0.7773991727760695	7.9662329971190555
abkühlen	V	0.7668001415707837	7.9662329971190555
abkühlung	N	0.6390001179756531	7.9662329971190555
abladeplatz	N	-0.7773991727760695	7.9662329971190555
ablage	N	0.0	7.9662329971190555
ablagegestell	N	0.0	7.9662329971190555
ablagern	V	0.7773991727760695	7.9662329971190555
ablagerung	N	-1.2780002359513063	7.9662329971190555
ablassen	V	0.4486685087461737	5.823034535803194
ablauf	N	0.0	7.9662329971190555
ablaufen	V	-0.8520005833009495	7.9662329971190555
ablauffähig	V	0.7773991727760695	7.9662329971190555
ablaufregelung	N	0.0	7.9662329971190555
ablauschen	V	0.0	7.9662329971190555
ablaß	N	-0.7429796029557013	7.9662329971190555
ableben	V	-0.7773991727760695	7.9662329971190555
ableger	N	0.7773991727760695	7.9662329971190555
ablehnen	V	-1.0623192642632966	14.527082830225968
ablehnend	AJ	-0.795055083040791	12.389833437207507
ablehnung	N	-0.9501719702049818	14.527082830225968
ablehnungsrecht	N	-0.7773991727760695	7.9662329971190555
ableichtern	V	0.7773991727760695	7.9662329971190555
ableiten	V	0.0	7.9662329971190555
ableitend	AJ	0.0	7.9662329971190555
ableitung	N	-0.7773991727760695	7.9662329971190555
ablenkblech	N	0.0	7.9662329971190555
ablenken	N	-0.8973370174923474	5.823034535803194
ablenken	V	-0.03210433938111513	10.103482390137517
ablenkend	AJ	-0.7773991727760695	7.9662329971190555
ablenkplatte	N	0.0	7.9662329971190555
ablenkung	N	-0.7429796029557013	7.9662329971190555
ableuchten	V	0.7773991727760695	7.9662329971190555
ableugnen	V	-0.9215755355455246	12.389833437207507
ablieferung	N	0.0	7.9662329971190555
ablocken	V	0.7773991727760695	7.9662329971190555
abläutern	N	-0.7773991727760695	7.9662329971190555
ablöschen	V	-0.7773991727760695	7.9662329971190555
ablöse	N	0.6390001179756531	7.9662329971190555
ablösen	V	-1.06499977062601	7.9662329971190555
ablösung	N	0.7773991727760695	7.9662329971190555
abmachen	V	0.6043176735679616	14.527082830225968
abmachung	N	0.0	7.9662329971190555
abmagern	V	-0.7773991727760695	7.9662329971190555
abmagerung	N	-0.7773991727760695	7.9662329971190555
abmahnen	V	-0.7773991727760695	7.9662329971190555
abmahnung	N	-0.7773991727760695	7.9662329971190555
abmergeln	V	-0.7773991727760695	7.9662329971190555
abmessen	V	-0.7429796029557013	7.9662329971190555
abmühen	V	-0.628135912244643	5.823034535803194
abnahme	N	0.0	7.9662329971190555
abnahmeverweigerung	N	-0.7773991727760695	7.9662329971190555
abnehmen	V	-0.4259996526503568	7.9662329971190555
abnehmend	AJ	-0.7773991727760695	7.9662329971190555
abneigen	V	-0.7773991727760695	7.9662329971190555
abneigung	N	-0.6806370229503925	14.527082830225968
abnorm	AJ	-0.7773991727760695	7.9662329971190555
abnutzen	V	-0.6390001179756531	7.9662329971190555
abnutzung	N	-0.9551521994978799	14.527082830225968
abnutzungserscheinung	N	-0.8973370174923474	5.823034535803194
abnötigen	V	-0.7773991727760695	7.9662329971190555
abnützung	N	-1.1169241967839594	12.389833437207507
abplagen	V	-0.8973370174923474	5.823034535803194
abprägen	V	0.7773991727760695	7.9662329971190555
abquetschgrat	N	-0.7773991727760695	7.9662329971190555
abquetschring	N	-0.7773991727760695	7.9662329971190555
abrackern	V	-0.8973370174923474	5.823034535803194
abrasiv	V	-0.7773991727760695	7.9662329971190555
abrasivstoff	N	-0.7773991727760695	7.9662329971190555
abraten	V	-0.784793117044413	7.960283928821655
abratend	AJ	-0.7773991727760695	7.9662329971190555
abraum	N	-0.7773991727760695	7.9662329971190555
abreagieren	V	-0.628135912244643	5.823034535803194
abrechnen	V	-0.8973370174923474	5.823034535803194
abrechnung	N	-0.628135912244643	5.823034535803194
abrede	N	-0.7429796029557013	7.9662329971190555
abreiben	V	-0.7429796029557013	7.9662329971190555
abreibend	AJ	-0.7773991727760695	7.9662329971190555
abreibung	N	-0.8973370174923474	5.823034535803194
abreichern	V	-0.7773991727760695	7.9662329971190555
abreicherung	N	0.0	7.9662329971190555
abreißen	N	-0.6390001179756531	7.9662329971190555
abreißen	V	-0.6390001179756531	7.9662329971190555
abrichten	V	-0.628135912244643	5.823034535803194
abriebfest	AJ	0.7773991727760695	7.9662329971190555
abriegelung	N	-0.7773991727760695	7.9662329971190555
abringen	V	-0.628135912244643	5.823034535803194
abriss	N	-0.6610687316689372	7.960283928821655
abriß	N	-0.8973370174923474	5.823034535803194
abruf	N	0.0	7.9662329971190555
abrundung	N	0.4486685087461737	5.823034535803194
abrupt	AJ	-0.7429796029557013	7.9662329971190555
abrüsten	V	-0.7773991727760695	7.9662329971190555
abrüstung	N	0.8973370174923474	5.823034535803194
abrüstungsgespräch	N	0.628135912244643	5.823034535803194
abrüstungsverhandlung	N	0.628135912244643	5.823034535803194
absacken	V	-0.628135912244643	5.823034535803194
absackung	N	-0.7773991727760695	7.9662329971190555
absagen	V	-1.1169241967839594	12.389833437207507
absatz	N	-0.7773991727760695	7.9662329971190555
absatzfähig	AJ	0.7773991727760695	7.9662329971190555
absatzweise	AJ	-0.7773991727760695	7.9662329971190555
abschaffen	V	-0.7773991727760695	7.9662329971190555
abschalten	V	-0.17433442447291894	12.389833437207507
abschaltung	N	-0.7429796029557013	7.9662329971190555
abschaum	N	-0.7773991727760695	7.9662329971190555
abscheiden	V	0.7773991727760695	7.9662329971190555
abscheu	N	-0.9215755355455246	12.389833437207507
abscheuern	V	-0.7773991727760695	7.9662329971190555
abscheuerregend	AJ	-0.7773991727760695	7.9662329971190555
abscheulich	AJ	-0.9215755355455246	12.389833437207507
abscheulichkeit	N	-0.7773991727760695	7.9662329971190555
abschieben	V	-0.8973370174923474	5.823034535803194
abschiebung	N	-0.8973370174923474	5.823034535803194
abschießen	N	-0.8973370174923474	5.823034535803194
abschießen	V	-0.010481672322750159	3.5366834887332037
abschirmen	V	0.7429796029557013	7.9662329971190555
abschirmung	N	0.7429796029557013	7.9662329971190555
abschlachten	N	-0.8973370174923474	5.823034535803194
abschlachten	V	-0.8973370174923474	5.823034535803194
abschlachtung	N	-0.8973370174923474	5.823034535803194
abschlaffen	V	-0.8973370174923474	5.823034535803194
abschlag	N	0.0	7.9662329971190555
abschlagen	V	-0.628135912244643	5.823034535803194
abschlagszahlung	N	0.0	7.9662329971190555
abschleifen	V	-0.7429796029557013	7.9662329971190555
abschließen	V	-0.11837971134337377	14.527082830225968
abschluß	N	0.6390001179756531	7.9662329971190555
abschlägig	AJ	-0.7773991727760695	7.9662329971190555
abschneiden	V	-0.8132733421509171	7.9662329971190555
abschnitt	N	0.0	7.9662329971190555
abschotten	N	-0.8973370174923474	5.823034535803194
abschotten	V	-0.7773991727760695	7.9662329971190555
abschottung	N	-0.8973370174923474	5.823034535803194
abschrecken	V	-0.5800174832085121	14.527082830225968
abschreckend	AJ	-0.7773991727760695	7.9662329971190555
abschreckung	N	-0.6617623241513223	14.527082830225968
abschreckungsmaßnahme	N	-0.8973370174923474	5.823034535803194
abschreckungsmittel	N	-0.7773991727760695	7.9662329971190555
abschroter	N	-0.7773991727760695	7.9662329971190555
abschuss	N	-0.628135912244643	5.823034535803194
abschuß	N	-0.6806370229503925	14.527082830225968
abschweifen	V	-0.7773991727760695	7.9662329971190555
abschweifung	N	-0.628135912244643	5.823034535803194
abschwellen	V	0.628135912244643	5.823034535803194
abschwung	N	-0.7773991727760695	7.9662329971190555
abschwächen	V	-0.6166203947285911	10.103482390137517
abschwächung	N	-0.7773991727760695	7.9662329971190555
abschwören	V	-0.20462630468536788	12.389833437207507
abschälen	V	-0.7429796029557013	7.9662329971190555
abschätzbar	V	0.7773991727760695	7.9662329971190555
abschätzen	V	0.0	7.9662329971190555
abschätzig	AJ	-0.7885435690376905	14.527082830225968
abschätzigkeit	N	-0.8973370174923474	5.823034535803194
abschätzung	N	-0.7773991727760695	7.9662329971190555
abschürfen	V	-0.628135912244643	5.823034535803194
abschürfung	N	-0.628135912244643	5.823034535803194
abschüssig	AJ	-0.7773991727760695	7.9662329971190555
absegnen	V	0.4486685087461737	5.823034535803194
absehbar	AJ	0.7429796029557013	7.9662329971190555
absehen	V	-0.2708246203462131	12.389833437207507
abseite	N	0.0	7.9662329971190555
abseits	APPR	-0.7773991727760695	7.9662329971190555
absenkung	N	-0.7773991727760695	7.9662329971190555
absetzbar	AJ	0.7773991727760695	7.9662329971190555
absetzen	V	0.7429796029557013	7.9662329971190555
absetzung	N	-0.7773991727760695	7.9662329971190555
absichern	V	0.7429796029557013	7.9662329971190555
absicherung	N	0.7773991727760695	7.9662329971190555
absicht	N	0.0	7.9662329971190555
absichtlich	AJ	0.0	7.9662329971190555
absichtlichkeit	N	-0.628135912244643	5.823034535803194
absichtslos	AJ	0.4486685087461737	5.823034535803194
absichtslosigkeit	N	0.4486685087461737	5.823034535803194
absitzen	V	-0.628135912244643	5.823034535803194
absolut	AJ	0.38032937725331956	14.527082830225968
absolution	N	0.628135912244643	5.823034535803194
absolvieren	V	0.7773991727760695	7.9662329971190555
absonderlich	AJ	-0.795055083040791	12.389833437207507
absondern	V	-1.2780002359513063	7.9662329971190555
absonderung	N	-0.795055083040791	12.389833437207507
absorbieren	V	-0.2952143891777116	12.389833437207507
abspaltung	N	-0.7773991727760695	7.9662329971190555
abspannen	V	0.7773991727760695	7.9662329971190555
abspannung	N	-0.2952143891777116	12.389833437207507
abspeisen	V	-0.8973370174923474	5.823034535803194
abspenstig	AJ	-0.7773991727760695	7.9662329971190555
absprache	N	0.7773991727760695	7.9662329971190555
absprechen	V	0.4486685087461737	5.823034535803194
abstehen	V	-0.4259996526503568	7.9662329971190555
absteigen	V	-0.9228512124649022	7.960283928821655
absterben	V	-0.9215755355455246	12.389833437207507
abstimmen	V	0.6390001179756531	7.9662329971190555
abstimmung	N	0.7429796029557013	7.9662329971190555
abstinent	AJ	0.8973370174923474	5.823034535803194
abstinenzbewegung	N	0.0	7.9662329971190555
abstoßen	N	-0.7773991727760695	7.9662329971190555
abstoßen	V	-0.7735654426350123	14.527082830225968
abstoßend	AJ	-0.989565539419114	14.527082830225968
abstreiten	V	-0.628135912244643	5.823034535803194
abstrich	N	-0.21300046532529637	7.9662329971190555
abstrus	AJ	-0.795055083040791	12.389833437207507
abstufen	V	-0.7773991727760695	7.9662329971190555
abstufung	N	-0.8520005833009495	7.9662329971190555
abstumpfen	V	-0.7773991727760695	7.9662329971190555
abstumpfung	N	-0.6610687316689372	7.960283928821655
absturz	N	-0.9294550656010144	7.9662329971190555
absturzursache	N	-0.8973370174923474	5.823034535803194
abständig	AJ	-0.7773991727760695	7.9662329971190555
abstützen	V	0.7773991727760695	7.9662329971190555
abstützung	N	0.7773991727760695	7.9662329971190555
abstützvorrichtung	N	0.7773991727760695	7.9662329971190555
absurd	AJ	-1.173211883792576	14.527082830225968
absurdität	N	-0.7773991727760695	7.9662329971190555
abszess	N	-0.8973370174923474	5.823034535803194
abtakeln	V	-0.7773991727760695	7.9662329971190555
abtasten	V	0.0	7.9662329971190555
abteilen	V	-0.7773991727760695	7.9662329971190555
abtrag	N	-0.7773991727760695	7.9662329971190555
abtragen	V	-0.7429796029557013	7.9662329971190555
abtragung	N	-0.795055083040791	12.389833437207507
abtreibungsgegner	N	-0.7773991727760695	7.9662329971190555
abtretung	N	0.0	7.9662329971190555
abtrotzen	V	-0.8973370174923474	5.823034535803194
abträglich	AJ	-0.7773991727760695	7.9662329971190555
abtrünnig	AJ	-0.8973370174923474	5.823034535803194
abtrünnigkeit	N	-0.7773991727760695	7.9662329971190555
abtun	V	-0.8973370174923474	5.823034535803194
abtöten	V	-1.1169241967839594	12.389833437207507
abundanz	N	0.7773991727760695	7.9662329971190555
aburteilen	V	-0.9215755355455246	12.389833437207507
aburteilung	N	-0.7773991727760695	7.9662329971190555
abverlangen	V	-0.628135912244643	5.823034535803194
abwartend	AJ	-0.8973370174923474	5.823034535803194
abwasserentsorgung	N	-0.4486685087461737	5.823034535803194
abwatschen	V	-0.8973370174923474	5.823034535803194
abwechslung	N	0.4792500884817399	7.9662329971190555
abwechslungslos	AJ	-0.7773991727760695	7.9662329971190555
abwechslungsreich	AJ	1.0104922247101555	14.527082830225968
abweg	N	-0.7773991727760695	7.9662329971190555
abwegig	AJ	-0.9215755355455246	12.389833437207507
abwehr	N	-0.7773991727760695	7.9662329971190555
abwehren	V	0.628135912244643	5.823034535803194
abwehrend	AJ	0.7773991727760695	7.9662329971190555
abwehrkampf	N	-0.7773991727760695	7.9662329971190555
abwehrkräfte	N	0.8973370174923474	5.823034535803194
abwehrschanze	N	-0.7773991727760695	7.9662329971190555
abwehrspieler	N	0.0	7.9662329971190555
abweichen	V	-1.2780002359513063	7.9662329971190555
abweichend	AJ	-0.7107081147043021	12.389833437207507
abweichend	V	-0.7773991727760695	7.9662329971190555
abweichler	N	-0.7773991727760695	7.9662329971190555
abweichlerin	N	-0.7773991727760695	7.9662329971190555
abweichung	N	-0.4259996526503568	7.9662329971190555
abweisen	V	-0.6806370229503925	14.527082830225968
abweisend	AJ	0.20462630468536788	12.389833437207507
abweisung	N	-0.7773991727760695	7.9662329971190555
abwendung	N	-0.7773991727760695	7.9662329971190555
abwerben	V	0.20462630468536788	12.389833437207507
abwertend	AJ	-0.7773991727760695	7.9662329971190555
abwesende	N	-0.7773991727760695	7.9662329971190555
abwesenheit	N	-1.2780002359513063	7.9662329971190555
abwiegeln	V	0.2889732730218569	12.389833437207507
abwiegelung	N	0.4486685087461737	5.823034535803194
abwimmeln	V	-0.8973370174923474	5.823034535803194
abwinkeln	V	-0.7429796029557013	7.9662329971190555
abwinken	V	-0.4486685087461737	5.823034535803194
abwägen	V	0.0	7.9662329971190555
abwägend	AJ	0.628135912244643	5.823034535803194
abwägung	N	0.0	7.9662329971190555
abwählen	V	-0.4486685087461737	5.823034535803194
abwärts	PTKVZ	-1.2780002359513063	7.9662329971190555
abwärtstrend	N	-0.84472577638502	7.960283928821655
abwürgen	V	-0.8973370174923474	5.823034535803194
abyssisch	AJ	-0.7773991727760695	7.9662329971190555
abzehren	V	-0.7773991727760695	7.9662329971190555
abzetteln	V	-0.7773991727760695	7.9662329971190555
abziehbar	AJ	0.7773991727760695	7.9662329971190555
abziehen	V	-0.7429796029557013	7.9662329971190555
abzug	N	-0.0710000699084164	7.9662329971190555
abzugsfähig	AJ	0.7773991727760695	7.9662329971190555
abzweigen	N	-0.7773991727760695	7.9662329971190555
abzüglich	V	-0.7773991727760695	7.9662329971190555
ach	N	-0.532500524313123	7.9662329971190555
achillessehne	N	-0.7773991727760695	7.9662329971190555
achselzucken	N	-0.7773991727760695	7.9662329971190555
acht_geben	V	0.628135912244643	5.823034535803194
acht_haben	V	0.628135912244643	5.823034535803194
achtbar	AJ	0.795055083040791	12.389833437207507
achten	V	0.628135912244643	5.823034535803194
achterbahn	N	-0.7773991727760695	7.9662329971190555
achterlich	V	-0.7773991727760695	7.9662329971190555
achterliek	N	-0.7773991727760695	7.9662329971190555
achtgeben	V	0.8973370174923474	5.823034535803194
achthaben	V	0.628135912244643	5.823034535803194
achtlos	AJ	-0.6806370229503925	14.527082830225968
achtlosigkeit	N	-0.7773991727760695	7.9662329971190555
achtsam	AJ	0.7107081147043021	12.389833437207507
achtsamkeit	N	0.7773991727760695	7.9662329971190555
achtung	N	-0.584228861863488	7.9662329971190555
achtungsvoll	AJ	0.795055083040791	12.389833437207507
ackern	V	-0.4486685087461737	5.823034535803194
actionreich	AJ	-0.628135912244643	5.823034535803194
adaptation	N	0.7773991727760695	7.9662329971190555
adaptationsfähigkeit	N	0.7773991727760695	7.9662329971190555
adaptiv	AJ	0.7773991727760695	7.9662329971190555
adaptivität	N	0.628135912244643	5.823034535803194
additiv	AJ	0.0	7.9662329971190555
adelig	AJ	0.4486685087461737	5.823034535803194
adeln	V	0.7060692929808354	12.389833437207507
adept	N	0.7773991727760695	7.9662329971190555
aderlass	N	-0.8973370174923474	5.823034535803194
aderlasser	N	-0.7773991727760695	7.9662329971190555
aderlaß	N	-0.8973370174923474	5.823034535803194
adhäsion	N	0.7773991727760695	7.9662329971190555
adipös	FM	-0.7773991727760695	7.9662329971190555
adlig	AJ	0.7107081147043021	12.389833437207507
adrett	AJ	0.891626066616911	14.527082830225968
advokat	N	0.0	7.9662329971190555
advokatur	N	-0.7773991727760695	7.9662329971190555
adäquat	AJ	0.6885775256016078	12.389833437207507
affe	N	-0.8520005833009495	7.9662329971190555
affekt	N	0.0	7.9662329971190555
affektbeladen	AJ	-0.7773991727760695	7.9662329971190555
affekthandlung	N	-0.628135912244643	5.823034535803194
affektiert	AJ	-0.795055083040791	12.389833437207507
affektiertheit	N	-0.7773991727760695	7.9662329971190555
affektion	N	0.0	7.9662329971190555
affektiv	AJ	-0.7773991727760695	7.9662329971190555
affekttat	N	-0.628135912244643	5.823034535803194
affentheater	N	-0.7773991727760695	7.9662329971190555
affenzahn	N	-0.7773991727760695	7.9662329971190555
affig	AJ	-0.795055083040791	12.389833437207507
affinität	N	0.2952143891777116	12.389833437207507
affirmation	N	0.7773991727760695	7.9662329971190555
affront	N	-0.9215755355455246	12.389833437207507
agententätigkeit	N	-0.628135912244643	5.823034535803194
aggression	N	-1.320419431908544	14.527082830225968
aggressiv-paranoide	AJ	-0.7773991727760695	7.9662329971190555
aggressiv	AJ	-1.0652826178692216	14.527082830225968
aggressivität	N	-0.8900843479836994	14.527082830225968
aggressor	N	-0.7773991727760695	7.9662329971190555
agil	AJ	0.7822309646078917	14.527082830225968
agilität	N	0.7773991727760695	7.9662329971190555
agitans	V	-0.7773991727760695	7.9662329971190555
agitatio	N	-0.7773991727760695	7.9662329971190555
agitation	N	-0.6806370229503925	14.527082830225968
agitator	N	-0.7773991727760695	7.9662329971190555
agitieren	V	-0.7773991727760695	7.9662329971190555
agitprop	N	-0.628135912244643	5.823034535803194
agnostisch	AJ	-0.4486685087461737	5.823034535803194
agonie	N	-0.8973370174923474	5.823034535803194
agonie	NE	-0.7773991727760695	7.9662329971190555
agoraphobie	N	-0.8973370174923474	5.823034535803194
agrarreform	N	0.628135912244643	5.823034535803194
aha-erlebnis	N	0.0	7.9662329971190555
aha	V	0.0	7.9662329971190555
ahnden	V	-0.9215755355455246	12.389833437207507
ahndung	N	-0.9215755355455246	12.389833437207507
ahnen	V	0.7429796029557013	7.9662329971190555
ahnend	AJ	-0.7773991727760695	7.9662329971190555
ahnung	N	0.0	7.9662329971190555
ahnungslos	AJ	-0.7773991727760695	7.9662329971190555
ahnungslosigkeit	N	-0.795055083040791	12.389833437207507
ahnungsvoll	AJ	0.7773991727760695	7.9662329971190555
aids-erkrankung	N	-0.7773991727760695	7.9662329971190555
aids-infizierte	N	-0.7773991727760695	7.9662329971190555
aids	N	-0.8973370174923474	5.823034535803194
aidskrank	AJ	-0.8973370174923474	5.823034535803194
akklamation	N	0.7773991727760695	7.9662329971190555
akklamieren	V	0.7773991727760695	7.9662329971190555
akklimatisieren	V	0.4486685087461737	5.823034535803194
akkommodationsbreite	N	0.0	7.9662329971190555
akkomodationsbreite	N	0.0	7.9662329971190555
